File,Code,Excel Name,Excel MRP,PDF Name,PDF MRP,Match Reason
10 Bed Room Set-3.xlsx,TFL-BED-204 LB,চারুলতা কিং বেড,19100.0,Bed (King),19100.0,Variant Name Match
10 Bed Room Set-3.xlsx,TFL-BST-204 LB,চারুলতা বেড সাইড টেবিল,4200.0,Bed Side Table,4200.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-205 LB,অম্বরী বেড,16300.0,Bed (Double),16300.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-205 LB,অম্বরী কিং বেড,18500.0,Bed (King),18500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BST-205 LB,অম্বরী বেড সাইড টেবিল,3000.0,Bed Side Table,3000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-206 LB,পুঞ্জিকা বেড,16500.0,Bed (Double),16500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-206 LB,পুঞ্জিকা কিং বেড,18900.0,Bed (King),18900.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BST-206 LB,পুঞ্জিকা বেড সাইড টেবিল,5250.0,NO MATCH IN PDF,,
10 Bed Room Set-3.xlsx,TFL-BED-401 WD,মিতালী বেড,28500.0,Bed (Double),28500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-401 WD,মিতালী কুইন বেড,30500.0,Bed (Queen),30500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-401 WD,মিতালী কিং বেড,32500.0,Bed (King),32500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-402 WD,রূপান্তর বেড,26500.0,Bed (Double),26500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-402 WD,রূপান্তর কুইন বেড,28500.0,Bed (Queen),28500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-402 WD,রূপান্তর কিং বেড,30500.0,Bed (King),30500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BST-402 WD,রূপান্তর বেড,9900.0,Bed,9900.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-403 WD,টেরাকোটা বেড,28000.0,Bed (Double),28000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-403 WD,টেরাকোটা কুইন বেড,30000.0,Bed (Queen),30000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-403 WD,টেরাকোটা কিং বেড,32000.0,Bed (King),32000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-404 WD,প্রবালিকা বেড,26000.0,Bed (Double),26000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-404 WD,প্রবালিকা কুইন বেড,27500.0,Bed (Queen),27500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-404 WD,প্রবালিকা কিং বেড,29500.0,Bed (King),29500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-405 WD,মুক্তালী বেড,27500.0,Bed (Double),27500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-405 WD,মুক্তালী কুইন বেড,29500.0,Bed (Queen),29500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-405 WD,মুক্তালী কিং বেড,31500.0,Bed (King),31500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BST-405 WD,মুক্তালী বেড সাইড টেবিল,10000.0,Bed Side Table,10000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-406 WD,জলরেখা বেড,30500.0,Bed (Double),30500.0,Variant Name Match
10 Bed Room Set-3.xlsx,TFL-BST-406 WD,জলরেখা বেড সাইড টেবিল,10000.0,Bed Side Table,10000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-407 WD,স্বর্ণালী বেড,30500.0,Bed (Double),30500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-407 WD,স্বর্ণালী কুইন বেড,32500.0,Bed (Queen),32500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BED-407 WD,স্বর্ণালী কিং বেড,34500.0,Bed (King),34500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-BST-407 WD,স্বর্ণালী বেড সাইড টেবিল,10000.0,Bed Side Table,10000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-DST-204 LB,চারুলতা ড্রেসিং টেবিল,10990.0,Dressing Table,10990.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-DST-205 LB,অম্বরী ড্রেসিং টেবিল,13500.0,Dressing Table,13500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-DST-206 LB,পুঞ্জিকা ড্রেসিং টেবিল,12700.0,Dressing Table,12700.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-DST-402 WD,রূপান্তর ড্রেসিং টেবিল,22000.0,Dressing Table,22000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-DST-405 WD,মুক্তালী ড্রেসিং টেবিল,23200.0,Dressing Table,23200.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-DST-406 WD,জলরেখা ড্রেসিং টেবিল,23500.0,Dressing Table,23500.0,Variant Name Match
10 Bed Room Set-3.xlsx,TFL-DST-407 WD,স্বর্ণালী ড্রেসিং টেবিল,22500.0,Dressing Table,22500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-CBD-206 LB,পুঞ্জিকা ২-ডোর কাপবোর্ড,19100.0,Cupboard (2 Door),19100.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-CBD-205 LB-2D,অম্বরী ২-ডোর কাপবোর্ড,17100.0,Cupboard (2 Door),17100.0,Variant Name Match
10 Bed Room Set-3.xlsx,TFL-CBD-205 LB-3D,অম্বরী ৩-ডোর কাপবোর্ড,22500.0,Cupboard (3 Door),22500.0,Variant + Closest Meas
10 Bed Room Set-3.xlsx,TFL-CBD-205 LB-3D,অম্বরী ৩-ডোর কাপবোর্ড,24500.0,Cupboard (3 Door),24500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-CBD-204 LB-2D,চারুলতা ২-ডোর কাপবোর্ড,17990.0,Cupboard (2 Door),17990.0,Variant Name Match
10 Bed Room Set-3.xlsx,TFL-CBD-204 LB-3D,চারুলতা ৩-ডোর কাপবোর্ড,22500.0,Cupboard (3 Door),22500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-CBD-402 WD,রূপান্তর ২-ডোর কাপবোর্ড,42990.0,Cupboard (2 Door),42990.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-CBD-405 WD,মুক্তালী ২-ডোর কাপবোর্ড,43990.0,Cupboard (2 Door),43990.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-CBD-406 WD,জলরেখা ৩-ডোর কাপবোর্ড,57500.0,Cupboard (2 Door),57500.0,Only 1 Option
10 Bed Room Set-3.xlsx,TFL-CBD-407 WD,স্বর্ণালী ২-ডোর কাপবোর্ড,44500.0,Cupboard (2 Door),44500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-WDR-402 WD,রূপান্তর ওয়ারড্রোব,42000.0,Wardrobe,42000.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-COD-405 WD,মুক্তালী চেস্ট অফ ড্রয়ার,32500.0,Chest of Drawer,32500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-WDR-407 WD,স্বর্ণালী ওয়ারড্রোব,43500.0,Wardrobe,43500.0,Measurement Match
10 Bed Room Set-3.xlsx,TFL-WDD-204 LB,চারুলতা ওয়ারড্রোব,19590.0,NO MATCH IN PDF,,
10 Bed Room Set-3.xlsx,TFL-COD-205 LB,অম্বরী ওয়ারড্রোব,13980.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-BED-109 LB,বনলতা কিং বেড,16050.0,Bed (King),16050.0,Variant Name Match
10 Bedroom Set.xlsx,TFL-BST-109 LB,বনলতা বেড সাইড টেবিল,3900.0,Bed Side Table,3900.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-110 LB,শুভ্রা বেড,19300.0,Bed (Double),19300.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-110 LB,শুভ্রা বেড সাইড টেবিল,3990.0,Bed Side Table,3990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-111 LB,বিপরীত বেড,15900.0,Bed (Double),15900.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-111 LB,বিপরীত বেড সাইড টেবিল,4990.0,Bed Side Table,4990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-112 LB,কদম্বরী বেড,14500.0,Bed (Double),14500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-112 LB,কদম্বরী বেড সাইড টেবিল,5250.0,Bed Side Table,5250.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-113 LB,দিগন্ত বেড,15500.0,Bed (Double),15500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-113 LB,দিগন্ত বেড সাইড টেবিল,5500.0,Bed Side Table,5500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-114 LB,রেখাচিত্র বেড,15500.0,Bed (Double),15500.0,Variant Name Match
10 Bedroom Set.xlsx,TFL-BST-114 LB,রেখাচিত্র বেড সাইড টেবিল,5590.0,Bed side table,5590.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-116 MT,অবয়ব বেড,22000.0,Bed (Double),22000.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-116 MT,অবয়ব বেড সাইড টেবিল,5900.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-BED-201 LB,পদ্ম বেড,15600.0,LB Bed (Double),15600.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-201 LB,পদ্ম কিং বেড,18500.0,Bed (King),18500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-201 LB,পদ্ম বেড সাইড টেবিল,4800.0,Bed Side Table,4800.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-202 LB,শিল্পিক বেড,13000.0,Bed (Double),13000.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-202 LB,শিল্পিক কিং বেড,17800.0,Bed (King),17800.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-202 LB,শিল্পিক বেড সাইড টেবিল,2900.0,Bed Side Table,2900.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-203 LB,অরণ্য বেড,14980.0,Bed (Double),14980.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BED-203 LB,অরণ্য কিং বেড,18500.0,Bed (King),18500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-BST-203 LB,অরণ্য বেড সাইড টেবিল,4400.0,Bed Side Table,4400.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-109 LB,বনলতা ড্রেসিং টেবিল,10900.0,Dressing Table,10900.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-111 LB,বিপরীত ড্রেসিং টেবিল,9990.0,Dressing Table,9990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-112 LB,কদম্বরী ড্রেসিং টেবিল,11990.0,Dressing Table,11990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-113 LB,দিগন্ত ড্রেসিং টেবিল,12990.0,Dressing Table,12990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-114 LB,রেখাচিত্র ড্রেসিং টেবিল,11500.0,Dressing Table,11500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-116 MT,অবয়ব ড্রেসিং টেবিল,14990.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-DST-110 LB,শুভ্রা ড্রেসিং টেবিল,11990.0,Dressing Table,11990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-203 LB,অরণ্য ড্রেসিং টেবিল,12990.0,Dressing Table,12990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-202 LB,শিল্পিক ড্রেসিং টেবিল,13500.0,Dressing Table,13500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-DST-201 LB,পদ্ম ড্রেসিং টেবিল,9980.0,Dressing Table,9980.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-203 LB-2D,অরণ্য ২-ডোর কাপবোর্ড,17900.0,Cupboard (2 Door),17900.0,Variant Name Match
10 Bedroom Set.xlsx,TFL-CBD-203 LB-3D,অরণ্য ৩-ডোর কাপবোর্ড,23000.0,Cupboard (3 Door),23000.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-202 LB-3D,শিল্পিক ৩-ডোর কাপবোর্ড,22500.0,Cupboard (3 Door),22500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-202 LB-3D,শিল্পিক ৩-ডোর কাপবোর্ড,24500.0,Cupboard (3 Door),24500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-202 LB-2D,শিল্পিক ২-ডোর কাপবোর্ড,18990.0,Cupboard (2 Door),18990.0,Variant Name Match
10 Bedroom Set.xlsx,TFL-CBD-201 LB-1D,পদ্ম ১-ডোর কাপবোর্ড,9750.0,MULTIPLE MATCHES - AMBIGUOUS,,
10 Bedroom Set.xlsx,TFL-CBD-201 LB-2D,পদ্ম ২-ডোর কাপবোর্ড,15900.0,Cupboard (2 Door),15900.0,Variant + Closest Meas
10 Bedroom Set.xlsx,TFL-CBD-201 LB-3D,পদ্ম ৩-ডোর কাপবোর্ড,22500.0,Cupboard (3 Door),22500.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-201 LB-3D,পদ্ম ৩-ডোর কাপবোর্ড,24500.0,Cupboard (3 Door),24500.0,Variant + Closest Meas
10 Bedroom Set.xlsx,TFL-CBD-109 LB-2D,বনলতা ২-ডোর কাপবোর্ড,16550.0,Cupboard (2-Door),16550.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-109 LB-3D,বনলতা ৩-ডোর কাপবোর্ড,24990.0,Cupboard (3 Door),24990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-110 LB-2D,শুভ্রা ২-ডোর কাপবোর্ড,16610.0,Cupboard (2-Door),16610.0,Variant Name Match
10 Bedroom Set.xlsx,TFL-CBD-111 LB-2D,বিপরীত ২-ডোর কাপবোর্ড,17110.0,Cupboard (2-Door),17110.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-112 LB-2D,কদম্বরী ২-ডোর কাপবোর্ড,16550.0,Cupboard (2-Door),16550.0,Variant Name Match
10 Bedroom Set.xlsx,TFL-CBD-112 LB-3D,কদম্বরী ৩-ডোর কাপবোর্ড,24800.0,Cupboard (3 Door),24800.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-113 LB-2D,দিগন্ত ২-ডোর কাপবোর্ড,16800.0,Cupboard (2 Door),16800.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-113 LB-3D,দিগন্ত ৩-ডোর কাপবোর্ড,24990.0,Cupboard (3 Door),24990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-CBD-114 LB-2D,রেখাচিত্র ২-ডোর কাপবোর্ড,16550.0,Cupboard (2 Door),16550.0,Variant Name Match
10 Bedroom Set.xlsx,TFL-CBD-116 MT-2D,অবয়ব ২-ডোর কাপবোর্ড,19990.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-COD-110 LB,শুভ্রা চেস্ট অফ ড্রয়ার,15500.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-WDR-110 LB,শুভ্রা ওয়ারড্রোব,16100.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-COD-111 LB,বিপরীত চেস্ট অফ ড্রয়ার,15900.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-WDR-112 LB,কদম্বরী ওয়ারড্রোব,20400.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-COD-113 LB,দিগন্ত চেস্ট অফ ড্রয়ার,15900.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-COD-114 LB,রেখাচিত্র চেস্ট অফ ড্রয়ার,15990.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-COD-109 LB,বনলতা চেস্ট অফ ড্রয়ার,14200.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-COD-116 MT,অবয়ব চেস্ট অফ ড্রয়ার,19990.0,Chest of Drawer,19990.0,Measurement Match
10 Bedroom Set.xlsx,TFL-WDR-202 LB,শিল্পিক ওয়ারড্রোব,17500.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-WDR-201 LB,পদ্ম ওয়ারড্রোব,17500.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-COD-203 LB,অরণ্য চেস্ট অফ ড্রয়ার,13990.0,NO MATCH IN PDF,,
10 Bedroom Set.xlsx,TFL-ALN-201 LB,পদ্ম আলনা,5700.0,Alna,5700.0,Measurement Match
10 Bedroom Set.xlsx,TFL-ALN-202 LB,শিল্পিক আলনা,7400.0,Alna,7400.0,Variant Name Match
4 Product.xlsx,TFL-CBD-205 LB-3D,অম্বরী ৩-ডোর কাপবোর্ড,22500.0,Cupboard (3 Door),22500.0,Variant + Closest Meas
4 Product.xlsx,TFL-CBD-205 LB-3D,অম্বরী ৩-ডোর কাপবোর্ড,24500.0,Cupboard (3 Door),24500.0,Measurement Match
4 Product.xlsx,TFL-CBD-204 LB-2D,চারুলতা ২-ডোর কাপবোর্ড,17990.0,Cupboard (2 Door),17990.0,Variant Name Match
4 Product.xlsx,TFL-CBD-204 LB-2D,চারুলতা ৩-ডোর কাপবোর্ড,22500.0,Cupboard (3 Door),22500.0,Measurement Match
4 Product.xlsx,TFL-CBD-204 LB-3D,চারুলতা ৩-ডোর কাপবোর্ড,24500.0,Cupboard (3 Door),24500.0,Variant + Closest Meas
4 Product.xlsx,TFL-COD-118 LB,কসমস চেস্ট অফ ড্রয়ার,17500.0,NO MATCH IN PDF,,
4 Product.xlsx,TFL-CBD-207 LB-3D,3-Door Cupboard,24200.0,Cupboard (3 Door),24200.0,Measurement Match
4 Product.xlsx,TFL-CBD-208 LB-2D,2-Door Cupboard,26000.0,Cupboard Cum Dressing Tabl;e (2 Door),26000.0,Measurement Match
4 Product.xlsx,TFL-CBD-208 LB-3D,3-Door Cupboard,32000.0,Cupboard Cum Dressing Tabl;e (3 Door),32000.0,Measurement Match
4 Product.xlsx,TFL-WDR-406 WD,জলরেখা ওয়ারড্রোব,0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-BST-120 LB,ফ্লোরাল বেড সাইড টেবিল,3550.0,Bed side table,3550.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-BED-119 LB,রৌজা বেড,16800.0,Bed (Double),16800.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-BST-119 LB,রৌজা বেড সাইড টেবিল,5000.0,Bed Side Table,5000.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-BED-118 LB,কসমস বেড,16800.0,Bed (Double),16800.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-BST-118 LB,কসমস বেড সাইড টেবিল,5000.0,Bed Side Table,5000.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-BED-117 LB,সূর্যমুখী বেড,16800.0,Bed (Double),16800.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-BST-117 LB,সূর্যমুখী বেড সাইড টেবিল,5000.0,Bed Side Table,5000.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-DST-117 LB,সূর্যমুখী ড্রেসিং টেবিল,13500.0,Dressing Table,13500.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-DST-118 LB,কসমস ড্রেসিং টেবিল,14000.0,Dressing Table,14000.0,Variant Name Match
Bedroom Set Uv Print.xlsx,TFL-DST-119 LB,রৌজা ড্রেসিং টেবিল,13000.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-DST-120 LB,ফ্লোরাল ড্রেসিং টেবিল,13500.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-CBD-117 LB-2D,সূর্যমুখী ২-ডোর কাপবোর্ড,18200.0,Cupboard UV (2-Door),18200.0,Variant Name Match
Bedroom Set Uv Print.xlsx,TFL-CBD-117 LB-3D,সূর্যমুখী ৩-ডোর কাপবোর্ড,24900.0,Cupboard UV (3 Door),24900.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-CBD-117 LB-3D,সূর্যমুখী ৩-ডোর কাপবোর্ড,27900.0,Cupboard UV (3 Door),27900.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-CBD-118 LB-2D,কসমস ২-ডোর কাপবোর্ড,18200.0,Cupboard UV (2 Door),18200.0,Variant Name Match
Bedroom Set Uv Print.xlsx,TFL-CBD-118 LB-3D,কসমস ৩-ডোর কাপবোর্ড,24900.0,Cupboard UV (3 Door),24900.0,Variant + Closest Meas
Bedroom Set Uv Print.xlsx,TFL-CBD-118 LB-3D,কসমস ৩-ডোর কাপবোর্ড,27900.0,Cupboard (3 Door),27900.0,Measurement Match
Bedroom Set Uv Print.xlsx,TFL-CBD-119 LB-2D,রৌজা ২-ডোর কাপবোর্ড,17380.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-CBD-119 LB-3D,রৌজা ৩-ডোর কাপবোর্ড,23600.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-CBD-119 LB-3D,রৌজা ৩-ডোর কাপবোর্ড,26600.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-CBD-120 LB-2D,ফ্লোরাল ২-ডোর কাপবোর্ড,17380.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-CBD-120 LB-3D,ফ্লোরাল ৩-ডোর কাপবোর্ড,23600.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-CBD-120 LB-3D,ফ্লোরাল ৩-ডোর কাপবোর্ড,26600.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-COD-117 LB,সূর্যমুখী চেস্ট অফ ড্রয়ার,17500.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-WDR-118 LB,কসমস ওয়ারড্রোব,17500.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-COD-119 LB,রৌজা চেস্ট অফ ড্রয়ার,17500.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-COD-120 LB,ফ্লোরাল চেস্ট অফ ড্রয়ার,17500.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-WDR-117 LB,সূর্যমুখী ওয়ারড্রোব,19800.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-WDR-118 LB,কসমস ওয়ারড্রোব,19800.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-WDR-119 LB,রৌজা ওয়ারড্রোব,19800.0,NO MATCH IN PDF,,
Bedroom Set Uv Print.xlsx,TFL-WDR-120 LB,ফ্লোরাল ওয়ারড্রোব,19800.0,NO MATCH IN PDF,,
Dining Table Set.xlsx,TFL-DNC-201 MT,Dining Chair,2495.0,Dining Chair,2495.0,Measurement Match
Dining Table Set.xlsx,TFL-DNT-107 WD,Dining Talbe,13200.0,NO MATCH IN PDF,,
Dining Table Set.xlsx,TFL-DNC-107 WD,Dining Chair,3200.0,NO MATCH IN PDF,,
Dining Table Set.xlsx,TFL-DNT-103 WD,Dining Table,30800.0,Dining Table,30800.0,Measurement Match
Dining Table Set.xlsx,TFL-DNC-103 WD,Dining Chair,7000.0,Dining Chair,7000.0,Measurement Match
Dining Table Set.xlsx,TFL-DSB-103 WD,Sideboard,35990.0,Sideboard,35990.0,Measurement Match
Dining Table Set.xlsx,TFL-DNW-103 WD,Dinner Wagon,70000.0,Showcase,70000.0,Measurement Match
Dining Table Set.xlsx,TFL-DSB-107 WD,Sideboard,35990.0,NO MATCH IN PDF,,
Dining Table Set.xlsx,TFL-DNW-107 WD,Dinner Wagon,70000.0,NO MATCH IN PDF,,
Dressing Stool.xlsx,TFL-DTS-106-LB,Dressing Stool,2700.0,NO MATCH IN PDF,,
Dressing Stool.xlsx,TFL-DTS-201-LB,পদ্ম ড্রেসিং স্টুল,2250.0,NO MATCH IN PDF,,
Kids Bed.xlsx,TFL-BED-132 LB,প্রিন্সেস কিডস বেড,17500.0,Kids Bed,17500.0,Only 1 Option
Kids Bed.xlsx,TFL-BED-133 LB,হ্যালো কিটি কিডস বেড,20500.0,Kids Bed,20500.0,Only 1 Option
Kids Bed.xlsx,TFL-BED-134 LB,স্কাইবো কিডস বেড,18300.0,Kids Bed,18300.0,Only 1 Option
Kids Bed.xlsx,TFL-BED-135 LB,পোকো কিডস বেড,20500.0,Kids Bed,20500.0,Only 1 Option
Kids Bed.xlsx,TFL-BED-136 LB,মোয়ানা মোয়ানা কিডস বেড,18200.0,Kids Bed,18200.0,Only 1 Option
Living Room Furniture.xlsx,TFL-DVN-202 FF,Divan,34000.0,Divan,34000.0,Measurement Match
Living Room Furniture.xlsx,TFL-DVN-203 FR,Divan,30500.0,Divan,30500.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-101 WD-S,Single Seater Sofa,17000.0,Sofa (Single Seater),17000.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-101 WD-D,Double Seater Sofa,27000.0,Sofa (Double Seater),27000.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-102 WD-S,Single Seater Sofa,19500.0,Sofa (Single Seater),19500.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-102 WD-D,Double Seater Sofa,27500.0,Sofa (Double Seater),27500.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-103 WD-S,Single Seater Sofa,19800.0,Sofa (Single Seater),19800.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-103 WD-D,Double Seater Sofa,25500.0,Sofa (Double Seater),25500.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-106 WD-S,Single Seater Sofa,14980.0,Sofa (Single Seater),14980.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-106 WD-D,Double Seater Sofa,22000.0,Sofa (Double Seater),22000.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-107 WD-S,Single Seater Sofa,20500.0,Sofa (Single Seater),20500.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-107 WD-D,Double Seater Sofa,28500.0,Sofa (Double Seater),28500.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-108 WD-S,Single Seater Sofa,20800.0,Sofa (Single Seater),20800.0,Measurement Match
Living Room Furniture.xlsx,TFL-SOF-108-WD-D,Double Seater Sofa,28000.0,NO MATCH IN PDF,,
Living Room Furniture.xlsx,TFL-CRT-101 WD,Center Table,9990.0,Center Table,9990.0,Measurement Match
Living Room Furniture.xlsx,TFL-CRT-102 WD,Center Table,10980.0,Center Table,10980.0,Measurement Match
Living Room Furniture.xlsx,TFL-CRT-103 WD,Center Table,7980.0,Center Table,7980.0,Measurement Match
Living Room Furniture.xlsx,TFL-CRT-106 WD,Center Table,14980.0,Center Table,14980.0,Measurement Match
Living Room Furniture.xlsx,TFL-CRT-107 WD,Center Table,9890.0,Center Table,9890.0,Measurement Match
Living Room Furniture.xlsx,TFL-CRT-108 WD,Center Table,12000.0,Center Table,12000.0,Measurement Match
Living Room Furniture.xlsx,TFL-STD-106 WD,Center Table,8880.0,Center Table,8880.0,Measurement Match
Living Room Furniture.xlsx,TFL-STD-107 WD,Sidetable,6500.0,Side Table,6500.0,Measurement Match
Living Room Furniture.xlsx,TFL-STD-108 WD,Sidetable,7980.0,Side Table,7980.0,Measurement Match
